Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,FailureType,FailureTypeLabel,RUL
L52835,L,302.3,311.5,1387,47.3,2,0,0,0,0,0,0,NoFailure,1,98
M20516,M,302.3,311.5,1316,47.2,4,0,0,0,0,0,0,NoFailure,1,96
L52837,L,302.3,311.5,1794,26.1,7,0,0,0,0,0,0,NoFailure,1,93
M20518,M,302.2,311.4,1372,55.1,9,0,0,0,0,0,0,NoFailure,1,91
M20519,M,302.3,311.5,1674,30.0,12,0,0,0,0,0,0,NoFailure,1,88
L52840,L,302.2,311.4,1477,41.7,15,0,0,0,0,0,0,NoFailure,1,85
L52841,L,302.2,311.4,1397,53.0,17,0,0,0,0,0,0,NoFailure,1,83
L52842,L,302.2,311.5,1616,34.0,19,0,0,0,0,0,0,NoFailure,1,81
M20523,M,302.3,311.5,1530,42.3,21,0,0,0,0,0,0,NoFailure,1,79
M20524,M,302.2,311.4,1539,35.1,24,0,0,0,0,0,0,NoFailure,1,76
L52845,L,302.3,311.4,1845,21.9,27,0,0,0,0,0,0,NoFailure,1,73
L52846,L,302.2,311.4,1430,43.1,29,0,0,0,0,0,0,NoFailure,1,71
L52847,L,302.2,311.4,2080,19.2,31,0,0,0,0,0,0,NoFailure,1,69
M20528,M,302.2,311.4,1432,45.3,33,0,0,0,0,0,0,NoFailure,1,67
M20529,M,302.2,311.5,1479,39.5,36,0,0,0,0,0,0,NoFailure,1,64
L52850,L,302.2,311.5,1424,45.2,39,0,0,0,0,0,0,NoFailure,1,61
H35085,H,302.2,311.6,1534,37.2,41,0,0,0,0,0,0,NoFailure,1,59
H35086,H,302.1,311.6,1701,26.2,46,0,0,0,0,0,0,NoFailure,1,54
L52853,L,302.2,311.6,1462,50.0,51,0,0,0,0,0,0,NoFailure,1,49
M20534,M,302.2,311.7,1393,42.5,53,0,0,0,0,0,0,NoFailure,1,47
M20535,M,302.3,311.7,1453,42.5,56,0,0,0,0,0,0,NoFailure,1,44
L52856,L,302.3,311.8,1565,37.8,59,0,0,0,0,0,0,NoFailure,1,41
L52857,L,302.3,311.8,1281,51.7,61,0,0,0,0,0,0,NoFailure,1,39
M20538,M,302.2,311.7,1584,36.2,63,0,0,0,0,0,0,NoFailure,1,37
M20539,M,302.2,311.7,1466,49.0,66,0,0,0,0,0,0,NoFailure,1,34
M20540,M,302.2,311.6,1386,50.5,69,0,0,0,0,0,0,NoFailure,1,31
L52861,L,302.2,311.6,1383,44.3,72,0,0,0,0,0,0,NoFailure,1,28
H35096,H,302.3,311.6,1441,53.9,74,0,0,0,0,0,0,NoFailure,1,26
M20543,M,302.2,311.6,1592,37.7,79,0,0,0,0,0,0,NoFailure,1,21
H35098,H,302.2,311.6,1594,36.8,82,0,0,0,0,0,0,NoFailure,1,18
L52865,L,302.2,311.5,1482,45.6,87,0,0,0,0,0,0,NoFailure,1,13
L52866,L,302.2,311.6,1658,31.4,89,0,0,0,0,0,0,NoFailure,1,11
L52867,L,302.3,311.7,2170,18.2,91,0,0,0,0,0,0,NoFailure,1,9
M20548,M,302.3,311.7,1423,44.6,93,0,0,0,0,0,0,NoFailure,1,7
L52869,L,302.4,311.8,1543,31.1,96,0,0,0,0,0,0,NoFailure,1,4
L52870,L,302.3,311.8,1435,44.8,98,0,0,0,0,0,0,NoFailure,1,2
L52871,L,302.4,311.8,1320,56.4,100,0,0,0,0,0,0,NoFailure,1,0
M20552,M,302.4,311.9,1313,55.7,102,0,0,0,0,0,0,NoFailure,1,0
M20553,M,302.4,311.8,1453,42.1,105,0,0,0,0,0,0,NoFailure,1,0
L52874,L,302.4,311.8,1508,45.7,108,0,0,0,0,0,0,NoFailure,1,0
L52875,L,302.4,311.8,1451,42.0,110,0,0,0,0,0,0,NoFailure,1,0
H35110,H,302.5,311.9,1595,34.6,112,0,0,0,0,0,0,NoFailure,1,0
L52877,L,302.5,311.9,1354,49.4,117,0,0,0,0,0,0,NoFailure,1,0
L52878,L,302.5,311.9,1265,59.8,119,0,0,0,0,0,0,NoFailure,1,0
L52879,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0,NoFailure,1,0
L52880,L,302.5,311.9,1497,41.6,123,0,0,0,0,0,0,NoFailure,1,0
M20561,M,302.5,311.9,1347,54.3,125,0,0,0,0,0,0,NoFailure,1,0
L52882,L,302.3,311.7,1544,43.2,128,0,0,0,0,0,0,NoFailure,1,0
H35117,H,302.3,311.7,1456,45.4,130,0,0,0,0,0,0,NoFailure,1,0
L52884,L,302.5,311.8,1335,52.7,135,0,0,0,0,0,0,NoFailure,1,0
L52885,L,302.4,311.9,1452,43.1,137,0,0,0,0,0,0,NoFailure,1,0
L52886,L,302.4,311.9,1290,70.0,139,1,0,0,1,0,0,PWF,3,0
L52887,L,302.4,311.8,1448,43.4,141,0,0,0,0,0,0,NoFailure,1,0
L52888,L,302.3,311.7,1611,38.6,143,0,0,0,0,0,0,NoFailure,1,0
L52889,L,302.2,311.7,1556,38.6,145,0,0,0,0,0,0,NoFailure,1,0
H35124,H,302.2,311.7,1413,46.5,147,0,0,0,0,0,0,NoFailure,1,0
L52891,L,302.2,311.6,1545,35.9,152,0,0,0,0,0,0,NoFailure,1,0
L52892,L,302.2,311.7,1330,54.6,154,0,0,0,0,0,0,NoFailure,1,0
L52893,L,302.2,311.9,1596,38.0,156,0,0,0,0,0,0,NoFailure,1,0
L52894,L,302.2,311.8,1618,36.0,158,0,0,0,0,0,0,NoFailure,1,0
H35129,H,302.2,311.9,1597,35.8,160,0,0,0,0,0,0,NoFailure,1,0
L52896,L,302.3,312.0,1354,52.2,165,0,0,0,0,0,0,NoFailure,1,0
L52897,L,302.3,312.0,1746,28.1,167,0,0,0,0,0,0,NoFailure,1,0
L52898,L,302.4,312.0,1621,32.5,169,0,0,0,0,0,0,NoFailure,1,0
L52899,L,302.3,312.0,1398,43.3,171,0,0,0,0,0,0,NoFailure,1,0
L52900,L,302.3,311.9,1434,51.9,173,0,0,0,0,0,0,NoFailure,1,0
M20581,M,302.3,311.8,1443,43.4,175,0,0,0,0,0,0,NoFailure,1,0
L52902,L,302.2,311.7,1488,44.6,178,0,0,0,0,0,0,NoFailure,1,0
M20583,M,302.3,311.8,1475,48.0,180,0,0,0,0,0,0,NoFailure,1,0
L52904,L,302.3,311.8,1433,50.3,183,0,0,0,0,0,0,NoFailure,1,0
M20585,M,302.3,311.8,1557,34.1,185,0,0,0,0,0,0,NoFailure,1,0
M20586,M,302.4,311.9,1398,50.1,188,0,0,0,0,0,0,NoFailure,1,0
M20587,M,302.3,311.8,1559,34.4,191,0,0,0,0,0,0,NoFailure,1,0
M20588,M,302.4,311.9,1422,46.4,194,0,0,0,0,0,0,NoFailure,1,0
M20589,M,302.3,311.8,1463,35.7,197,0,0,0,0,0,0,NoFailure,1,0
L52910,L,302.3,311.7,1793,25.3,200,0,0,0,0,0,0,NoFailure,1,0
L52911,L,302.2,311.6,1872,20.4,202,0,0,0,0,0,0,NoFailure,1,0
L52912,L,302.2,311.7,1412,44.5,204,0,0,0,0,0,0,NoFailure,1,0
L52913,L,302.3,311.8,1487,43.2,206,0,0,0,0,0,0,NoFailure,1,0
L52914,L,302.3,311.8,1369,56.2,208,1,0,0,0,1,0,OSF,2,0
L52915,L,302.4,311.8,1673,30.1,210,0,0,0,0,0,0,NoFailure,1,0
M20596,M,302.4,311.9,1439,36.6,212,0,0,0,0,0,0,NoFailure,1,0
L52917,L,302.3,311.8,1574,42.8,215,0,0,0,0,0,0,NoFailure,1,0
L52918,L,302.3,311.7,1281,48.8,0,0,0,0,0,0,0,NoFailure,1,100
M20599,M,302.2,311.7,1653,31.4,2,0,0,0,0,0,0,NoFailure,1,98
M20600,M,302.3,311.7,1535,38.3,5,0,0,0,0,0,0,NoFailure,1,95
M20601,M,302.3,311.7,1483,40.5,8,0,0,0,0,0,0,NoFailure,1,92
L52922,L,302.3,311.7,1414,47.0,11,0,0,0,0,0,0,NoFailure,1,89
M20603,M,302.2,311.6,1379,42.9,13,0,0,0,0,0,0,NoFailure,1,87
H35158,H,302.2,311.5,1482,42.6,16,0,0,0,0,0,0,NoFailure,1,84
L52925,L,302.1,311.5,1987,20.1,21,0,0,0,0,0,0,NoFailure,1,79
M20606,M,302.1,311.5,1635,31.6,23,0,0,0,0,0,0,NoFailure,1,77
L52927,L,302.1,311.5,1533,39.4,26,0,0,0,0,0,0,NoFailure,1,74
M20608,M,302.2,311.7,1576,34.0,28,0,0,0,0,0,0,NoFailure,1,72
H35163,H,302.2,311.8,1330,62.4,31,0,0,0,0,0,0,NoFailure,1,69
L52930,L,302.2,311.8,1981,21.8,36,0,0,0,0,0,0,NoFailure,1,64
H35165,H,302.3,311.8,1475,42.8,38,0,0,0,0,0,0,NoFailure,1,62
H35166,H,302.3,311.8,1804,25.0,43,0,0,0,0,0,0,NoFailure,1,57
L52933,L,302.2,311.6,1416,54.1,48,0,0,0,0,0,0,NoFailure,1,52
L52934,L,302.1,311.5,1727,27.7,50,0,0,0,0,0,0,NoFailure,1,50
L52935,L,302.1,311.4,1391,49.2,52,0,0,0,0,0,0,NoFailure,1,48
M20616,M,302.0,311.5,1366,52.3,54,0,0,0,0,0,0,NoFailure,1,46
L52937,L,301.9,311.3,1366,55.6,57,0,0,0,0,0,0,NoFailure,1,43
L52938,L,301.9,311.3,1501,40.8,59,0,0,0,0,0,0,NoFailure,1,41
L52939,L,301.8,311.3,1551,35.8,61,0,0,0,0,0,0,NoFailure,1,39
M20620,M,301.9,311.3,1522,35.6,63,0,0,0,0,0,0,NoFailure,1,37
L52941,L,301.9,311.2,1369,49.8,66,0,0,0,0,0,0,NoFailure,1,34
L52942,L,301.8,311.2,1334,52.3,68,0,0,0,0,0,0,NoFailure,1,32
H35177,H,301.8,311.2,1451,39.4,70,0,0,0,0,0,0,NoFailure,1,30
L52944,L,301.7,311.2,1589,37.9,75,0,0,0,0,0,0,NoFailure,1,25
L52945,L,301.7,311.3,1708,30.5,77,0,0,0,0,0,0,NoFailure,1,23
M20626,M,301.7,311.2,1413,42.6,79,0,0,0,0,0,0,NoFailure,1,21
M20627,M,301.6,311.2,1415,46.5,82,0,0,0,0,0,0,NoFailure,1,18
L52948,L,301.7,311.3,1421,45.9,85,0,0,0,0,0,0,NoFailure,1,15
L52949,L,301.7,311.3,1348,51.0,87,0,0,0,0,0,0,NoFailure,1,13
L52950,L,301.6,311.2,1408,42.9,89,0,0,0,0,0,0,NoFailure,1,11
L52951,L,301.6,311.2,1525,43.7,91,0,0,0,0,0,0,NoFailure,1,9
L52952,L,301.6,311.3,1706,29.9,93,0,0,0,0,0,0,NoFailure,1,7
H35187,H,301.6,311.2,1395,46.8,95,0,0,0,0,0,0,NoFailure,1,5
L52954,L,301.5,311.1,1602,34.3,100,0,0,0,0,0,0,NoFailure,1,0
L52955,L,301.6,311.1,1907,21.5,102,0,0,0,0,0,0,NoFailure,1,0
L52956,L,301.6,311.1,1325,49.2,104,0,0,0,0,0,0,NoFailure,1,0
L52957,L,301.6,311.1,1408,44.4,106,0,0,0,0,0,0,NoFailure,1,0
M20638,M,301.7,311.1,1489,41.4,108,0,0,0,0,0,0,NoFailure,1,0
L52959,L,301.6,311.1,1680,29.2,111,0,0,0,0,0,0,NoFailure,1,0
L52960,L,301.7,311.2,1517,42.4,113,0,0,0,0,0,0,NoFailure,1,0
M20641,M,301.7,311.1,1618,36.7,115,0,0,0,0,0,0,NoFailure,1,0
L52962,L,301.7,311.1,1455,39.8,118,0,0,0,0,0,0,NoFailure,1,0
H35197,H,301.8,311.1,1543,36.4,120,0,0,0,0,0,0,NoFailure,1,0
M20644,M,301.8,311.1,1399,41.8,125,0,0,0,0,0,0,NoFailure,1,0
L52965,L,301.7,311.1,1469,37.2,128,0,0,0,0,0,0,NoFailure,1,0
L52966,L,301.7,311.2,1521,36.7,130,0,0,0,0,0,0,NoFailure,1,0
L52967,L,301.7,311.3,1584,38.8,132,0,0,0,0,0,0,NoFailure,1,0
L52968,L,301.8,311.5,1443,43.3,134,0,0,0,0,0,0,NoFailure,1,0
M20649,M,301.8,311.5,1416,49.0,136,0,0,0,0,0,0,NoFailure,1,0
M20650,M,301.7,311.2,1563,34.5,139,0,0,0,0,0,0,NoFailure,1,0
M20651,M,301.8,311.3,1542,40.1,142,0,0,0,0,0,0,NoFailure,1,0
M20652,M,301.8,311.3,1624,31.6,145,0,0,0,0,0,0,NoFailure,1,0
L52973,L,301.8,311.3,1471,44.2,148,0,0,0,0,0,0,NoFailure,1,0
M20654,M,301.9,311.5,1492,40.8,150,0,0,0,0,0,0,NoFailure,1,0
M20655,M,301.9,311.4,1465,39.9,153,0,0,0,0,0,0,NoFailure,1,0
L52976,L,301.7,311.1,1399,55.1,156,0,0,0,0,0,0,NoFailure,1,0
L52977,L,301.6,311.0,1431,42.6,158,0,0,0,0,0,0,NoFailure,1,0
L52978,L,301.5,310.9,1600,39.0,160,0,0,0,0,0,0,NoFailure,1,0
L52979,L,301.5,310.8,1593,34.5,162,0,0,0,0,0,0,NoFailure,1,0
L52980,L,301.5,310.9,1469,44.7,164,0,0,0,0,0,0,NoFailure,1,0
L52981,L,301.5,310.8,1413,44.6,166,0,0,0,0,0,0,NoFailure,1,0
L52982,L,301.4,310.8,1490,38.0,168,0,0,0,0,0,0,NoFailure,1,0
L52983,L,301.5,310.9,1671,31.1,170,0,0,0,0,0,0,NoFailure,1,0
L52984,L,301.5,310.9,1365,46.5,172,0,0,0,0,0,0,NoFailure,1,0
M20665,M,301.4,310.9,1557,39.3,174,0,0,0,0,0,0,NoFailure,1,0
L52986,L,301.4,310.9,1440,45.4,177,0,0,0,0,0,0,NoFailure,1,0
M20667,M,301.4,310.9,1489,38.9,179,0,0,0,0,0,0,NoFailure,1,0
L52988,L,301.4,311.0,1733,25.7,182,0,0,0,0,0,0,NoFailure,1,0
H35223,H,301.3,311.0,1580,36.6,184,0,0,0,0,0,0,NoFailure,1,0
L52990,L,301.3,311.0,1856,21.9,189,0,0,0,0,0,0,NoFailure,1,0
L52991,L,301.3,311.1,1454,40.3,191,0,0,0,0,0,0,NoFailure,1,0
L52992,L,301.4,311.1,1495,36.3,193,0,0,0,0,0,0,NoFailure,1,0
L52993,L,301.2,311.0,1761,29.1,195,0,0,0,0,0,0,NoFailure,1,0
M20674,M,301.3,311.0,1402,47.5,197,0,0,0,0,0,0,NoFailure,1,0
L52995,L,301.2,311.0,1670,33.0,200,0,0,0,0,0,0,NoFailure,1,0
L52996,L,301.3,311.0,1582,35.6,202,0,0,0,0,0,0,NoFailure,1,0
L52997,L,301.3,311.0,1542,35.1,204,0,0,0,0,0,0,NoFailure,1,0
L52998,L,301.3,311.0,1539,36.9,206,0,0,0,0,0,0,NoFailure,1,0
L52999,L,301.3,311.0,1418,41.9,208,0,0,0,0,0,0,NoFailure,1,0
L53000,L,301.3,311.1,1723,27.6,210,0,0,0,0,0,0,NoFailure,1,0
L53001,L,301.3,311.1,1303,49.2,212,0,0,0,0,0,0,NoFailure,1,0
M20682,M,301.3,311.0,1463,50.2,214,0,0,0,0,0,0,NoFailure,1,0
L53003,L,301.2,311.0,1544,39.3,217,0,0,0,0,0,0,NoFailure,1,0
L53004,L,301.2,311.0,1596,37.2,219,0,0,0,0,0,0,NoFailure,1,0
L53005,L,301.3,311.1,1413,42.0,221,0,0,0,0,0,0,NoFailure,1,0
M20686,M,301.3,311.1,1492,41.2,223,0,0,0,0,0,0,NoFailure,1,0
L53007,L,301.3,311.1,1624,40.9,0,0,0,0,0,0,0,NoFailure,1,100
L53008,L,301.3,311.1,1504,39.1,2,0,0,0,0,0,0,NoFailure,1,98
M20689,M,301.2,311.1,1574,34.3,4,0,0,0,0,0,0,NoFailure,1,96
M20690,M,301.3,311.2,1438,42.4,7,0,0,0,0,0,0,NoFailure,1,93
L53011,L,301.3,311.3,1474,50.7,10,0,0,0,0,0,0,NoFailure,1,90
L53012,L,301.3,311.2,1675,32.1,12,0,0,0,0,0,0,NoFailure,1,88
L53013,L,301.3,311.2,1457,44.5,14,0,0,0,0,0,0,NoFailure,1,86
L53014,L,301.3,311.3,1434,49.8,16,0,0,0,0,0,0,NoFailure,1,84
L53015,L,301.3,311.2,1668,30.1,18,0,0,0,0,0,0,NoFailure,1,82
L53016,L,301.2,311.1,1550,39.7,20,0,0,0,0,0,0,NoFailure,1,80
M20697,M,301.3,311.1,1834,25.4,22,0,0,0,0,0,0,NoFailure,1,78
M20698,M,301.4,311.2,1476,36.5,25,0,0,0,0,0,0,NoFailure,1,75
M20699,M,301.4,311.2,1541,36.3,28,0,0,0,0,0,0,NoFailure,1,72
M20700,M,301.3,311.1,1581,30.9,31,0,0,0,0,0,0,NoFailure,1,69
M20701,M,301.3,311.1,1678,30.7,34,0,0,0,0,0,0,NoFailure,1,66
L53022,L,301.4,311.2,1355,50.6,37,0,0,0,0,0,0,NoFailure,1,63
L53023,L,301.5,311.2,1700,28.8,39,0,0,0,0,0,0,NoFailure,1,61
L53024,L,301.4,311.1,1462,37.1,41,0,0,0,0,0,0,NoFailure,1,59
M20705,M,301.4,311.2,1727,26.5,43,0,0,0,0,0,0,NoFailure,1,57
L53026,L,301.4,311.3,1674,33.3,46,0,0,0,0,0,0,NoFailure,1,54
L53027,L,301.4,311.3,1397,42.3,48,0,0,0,0,0,0,NoFailure,1,52
L53028,L,301.4,311.3,2323,15.9,50,0,0,0,0,0,0,NoFailure,1,50
M20709,M,301.4,311.2,1434,47.6,52,0,0,0,0,0,0,NoFailure,1,48
L53030,L,301.3,311.1,1560,35.3,55,0,0,0,0,0,0,NoFailure,1,45
L53031,L,301.2,311.0,1573,32.8,57,0,0,0,0,0,0,NoFailure,1,43
H35266,H,301.2,310.9,1798,22.3,59,0,0,0,0,0,0,NoFailure,1,41
L53033,L,301.2,311.0,1567,35.1,64,0,0,0,0,0,0,NoFailure,1,36
L53034,L,301.2,310.9,1416,53.3,66,0,0,0,0,0,0,NoFailure,1,34
M20715,M,301.2,310.9,1424,45.2,68,0,0,0,0,0,0,NoFailure,1,32
H35270,H,301.2,310.9,1598,35.9,71,0,0,0,0,0,0,NoFailure,1,29
L53037,L,301.3,310.9,1760,23.9,76,0,0,0,0,0,0,NoFailure,1,24
L53038,L,301.3,311.0,1348,44.5,78,0,0,0,0,0,0,NoFailure,1,22
L53039,L,301.3,311.0,1542,33.6,80,0,0,0,0,0,0,NoFailure,1,20
L53040,L,301.3,310.9,1566,33.1,82,0,0,0,0,0,0,NoFailure,1,18
L53041,L,301.3,311.0,1554,47.7,84,0,0,0,0,0,0,NoFailure,1,16
L53042,L,301.4,311.0,1470,40.6,86,0,0,0,0,0,0,NoFailure,1,14
M20723,M,301.4,311.1,1758,25.4,88,0,0,0,0,0,0,NoFailure,1,12
M20724,M,301.4,311.0,1486,36.5,91,0,0,0,0,0,0,NoFailure,1,9
M20725,M,301.5,311.1,1402,40.0,94,0,0,0,0,0,0,NoFailure,1,6
L53046,L,301.5,311.1,1459,45.1,97,0,0,0,0,0,0,NoFailure,1,3
L53047,L,301.5,311.0,1494,45.3,99,0,0,0,0,0,0,NoFailure,1,1
L53048,L,301.5,311.1,1731,27.9,101,0,0,0,0,0,0,NoFailure,1,0
L53049,L,301.5,311.1,2076,18.7,103,0,0,0,0,0,0,NoFailure,1,0
L53050,L,301.5,311.1,2055,16.8,105,0,0,0,0,0,0,NoFailure,1,0
L53051,L,301.5,311.1,1469,49.5,107,0,0,0,0,0,0,NoFailure,1,0
M20732,M,301.5,311.0,1504,42.6,109,0,0,0,0,0,0,NoFailure,1,0
M20733,M,301.5,311.1,1396,43.5,112,0,0,0,0,0,0,NoFailure,1,0
M20734,M,301.5,311.1,1660,33.8,115,0,0,0,0,0,0,NoFailure,1,0
M20735,M,301.5,311.0,1577,39.7,118,0,0,0,0,0,0,NoFailure,1,0
L53056,L,301.5,311.1,1426,52.1,121,0,0,0,0,0,0,NoFailure,1,0
L53057,L,301.5,311.1,1458,41.4,123,0,0,0,0,0,0,NoFailure,1,0
L53058,L,301.4,311.0,1533,45.8,125,0,0,0,0,0,0,NoFailure,1,0
L53059,L,301.4,311.0,1701,28.4,127,0,0,0,0,0,0,NoFailure,1,0
L53060,L,301.5,311.1,1434,49.6,129,0,0,0,0,0,0,NoFailure,1,0
L53061,L,301.4,311.1,1952,22.7,131,0,0,0,0,0,0,NoFailure,1,0
L53062,L,301.4,311.1,1469,36.9,133,0,0,0,0,0,0,NoFailure,1,0
L53063,L,301.4,311.1,1800,26.0,135,0,0,0,0,0,0,NoFailure,1,0
M20744,M,301.3,311.1,1438,43.0,137,0,0,0,0,0,0,NoFailure,1,0
L53065,L,301.3,311.1,1647,28.2,140,0,0,0,0,0,0,NoFailure,1,0
L53066,L,301.4,311.1,1494,41.9,142,0,0,0,0,0,0,NoFailure,1,0
H35301,H,301.4,311.1,1445,41.4,144,0,0,0,0,0,0,NoFailure,1,0
M20748,M,301.5,311.1,1507,38.6,149,0,0,0,0,0,0,NoFailure,1,0
M20749,M,301.4,311.0,1234,55.8,152,0,0,0,0,0,0,NoFailure,1,0
L53070,L,301.4,311.0,1634,32.6,155,0,0,0,0,0,0,NoFailure,1,0
L53071,L,301.4,311.0,1334,53.3,157,0,0,0,0,0,0,NoFailure,1,0
L53072,L,301.4,311.1,1472,44.5,159,0,0,0,0,0,0,NoFailure,1,0
M20753,M,301.3,311.0,1410,52.7,161,0,0,0,0,0,0,NoFailure,1,0
L53074,L,301.2,310.9,1597,37.9,164,0,0,0,0,0,0,NoFailure,1,0
M20755,M,301.2,310.9,1460,46.7,166,0,0,0,0,0,0,NoFailure,1,0
L53076,L,301.1,310.8,1274,55.7,169,0,0,0,0,0,0,NoFailure,1,0
M20757,M,301.0,310.7,1517,40.2,171,0,0,0,0,0,0,NoFailure,1,0
L53078,L,301.0,310.7,1300,57.2,174,0,0,0,0,0,0,NoFailure,1,0
H35313,H,300.9,310.6,1686,27.7,176,0,0,0,0,0,0,NoFailure,1,0
M20760,M,300.9,310.7,1485,41.0,181,0,0,0,0,0,0,NoFailure,1,0
L53081,L,301.0,310.7,1464,45.8,184,0,0,0,0,0,0,NoFailure,1,0
L53082,L,300.9,310.6,1598,35.4,186,0,0,0,0,0,0,NoFailure,1,0
L53083,L,300.9,310.5,1894,21.9,188,0,0,0,0,0,0,NoFailure,1,0
M20764,M,300.8,310.5,1330,59.0,190,0,0,0,0,0,0,NoFailure,1,0
H35319,H,300.8,310.5,1582,31.1,193,0,0,0,0,0,0,NoFailure,1,0
L53086,L,300.7,310.3,1533,35.6,198,0,0,0,0,0,0,NoFailure,1,0
H35321,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,NoFailure,1,0
M20768,M,300.8,310.3,1526,36.3,205,0,0,0,0,0,0,NoFailure,1,0
H35323,H,300.7,310.2,1364,65.3,208,1,1,0,1,1,0,TWF,5,0
M20770,M,300.8,310.3,1458,43.4,0,0,0,0,0,0,0,NoFailure,1,100
M20771,M,300.8,310.4,1288,64.0,3,0,0,0,0,0,0,NoFailure,1,97
M20772,M,300.7,310.3,1659,29.8,6,0,0,0,0,0,0,NoFailure,1,94
H35327,H,300.7,310.2,1479,52.3,9,0,0,0,0,0,0,NoFailure,1,91
L53094,L,300.7,310.3,1592,36.0,14,0,0,0,0,0,0,NoFailure,1,86
M20775,M,300.6,310.2,1532,38.7,16,0,0,0,0,0,0,NoFailure,1,84
L53096,L,300.6,310.2,1555,41.9,19,0,0,0,0,0,0,NoFailure,1,81
L53097,L,300.6,310.2,1341,52.6,21,0,0,0,0,0,0,NoFailure,1,79
L53098,L,300.6,310.1,1541,42.0,23,0,0,0,0,0,0,NoFailure,1,77
L53099,L,300.6,310.3,1414,50.6,25,0,0,0,0,0,0,NoFailure,1,75
L53100,L,300.5,310.2,1764,25.9,27,0,0,0,0,0,0,NoFailure,1,73
L53101,L,300.5,310.3,1336,57.1,29,0,0,0,0,0,0,NoFailure,1,71
L53102,L,300.5,310.3,1435,43.3,31,0,0,0,0,0,0,NoFailure,1,69
M20783,M,300.4,310.3,1537,35.0,33,0,0,0,0,0,0,NoFailure,1,67
L53104,L,300.3,310.2,1369,48.8,36,0,0,0,0,0,0,NoFailure,1,64
M20785,M,300.2,310.1,1619,31.3,38,0,0,0,0,0,0,NoFailure,1,62
L53106,L,300.2,310.1,1440,51.1,41,0,0,0,0,0,0,NoFailure,1,59
L53107,L,300.2,310.1,1649,30.5,43,0,0,0,0,0,0,NoFailure,1,57
M20788,M,300.2,310.1,1550,38.7,45,0,0,0,0,0,0,NoFailure,1,55
L53109,L,300.3,310.2,1471,45.2,48,0,0,0,0,0,0,NoFailure,1,52
L53110,L,300.3,310.3,1483,51.6,50,0,0,0,0,0,0,NoFailure,1,50
L53111,L,300.3,310.4,1336,54.4,52,0,0,0,0,0,0,NoFailure,1,48
L53112,L,300.5,310.5,1515,36.6,54,0,0,0,0,0,0,NoFailure,1,46
L53113,L,300.5,310.5,1373,47.4,56,0,0,0,0,0,0,NoFailure,1,44
H35348,H,300.6,310.5,1454,51.2,58,0,0,0,0,0,0,NoFailure,1,42
L53115,L,300.5,310.5,1646,34.5,63,0,0,0,0,0,0,NoFailure,1,37
M20796,M,300.5,310.4,1548,37.3,65,0,0,0,0,0,0,NoFailure,1,35
M20797,M,300.6,310.5,1462,41.3,68,0,0,0,0,0,0,NoFailure,1,32
L53118,L,300.5,310.4,1702,33.1,71,0,0,0,0,0,0,NoFailure,1,29
L53119,L,300.5,310.5,1409,60.9,73,0,0,0,0,0,0,NoFailure,1,27
M20800,M,300.6,310.6,1427,52.8,75,0,0,0,0,0,0,NoFailure,1,25
L53121,L,300.6,310.7,1438,48.5,78,1,0,0,0,0,0,NoFailure,1,22
L53122,L,300.7,310.7,1450,43.4,80,0,0,0,0,0,0,NoFailure,1,20
L53123,L,300.7,310.7,1541,41.3,82,0,0,0,0,0,0,NoFailure,1,18
M20804,M,300.7,310.6,1484,38.0,84,0,0,0,0,0,0,NoFailure,1,16
M20805,M,300.8,310.8,1415,44.5,87,0,0,0,0,0,0,NoFailure,1,13
L53126,L,300.7,310.8,1496,46.4,90,0,0,0,0,0,0,NoFailure,1,10
M20807,M,300.7,310.8,1465,45.2,92,0,0,0,0,0,0,NoFailure,1,8
L53128,L,300.7,310.8,2113,18.5,95,0,0,0,0,0,0,NoFailure,1,5
M20809,M,300.7,310.8,1506,44.0,97,0,0,0,0,0,0,NoFailure,1,3
L53130,L,300.7,310.8,1689,28.9,100,0,0,0,0,0,0,NoFailure,1,0
L53131,L,300.7,310.9,1650,29.4,102,0,0,0,0,0,0,NoFailure,1,0
L53132,L,300.7,310.8,1563,33.8,104,0,0,0,0,0,0,NoFailure,1,0
M20813,M,300.7,310.9,1486,38.9,106,0,0,0,0,0,0,NoFailure,1,0
L53134,L,300.8,310.9,1732,25.7,109,0,0,0,0,0,0,NoFailure,1,0
L53135,L,300.7,310.8,1653,31.6,111,0,0,0,0,0,0,NoFailure,1,0
L53136,L,300.7,310.9,1535,37.1,113,0,0,0,0,0,0,NoFailure,1,0
L53137,L,300.7,310.9,1637,37.2,115,0,0,0,0,0,0,NoFailure,1,0
L53138,L,300.6,310.8,1533,38.5,117,0,0,0,0,0,0,NoFailure,1,0
L53139,L,300.6,310.8,1378,51.2,119,0,0,0,0,0,0,NoFailure,1,0
L53140,L,300.5,310.7,1606,33.5,121,0,0,0,0,0,0,NoFailure,1,0
L53141,L,300.3,310.7,1539,32.3,123,0,0,0,0,0,0,NoFailure,1,0
L53142,L,300.5,310.8,1728,26.3,125,0,0,0,0,0,0,NoFailure,1,0
H35377,H,300.4,310.7,1656,36.3,127,0,0,0,0,0,0,NoFailure,1,0
